Detailed Statistics Departures  
Origin Airport: New York, NY: John F. Kennedy International (JFK)
Airline: United Airlines Inc. (UA)
Month(s): January
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"UA","01/29/2022","0517","","LAX","18:15","00:00","390","0","0","00:00","0","0","0","0","0","0"
"UA","01/29/2022","0521","","SFO","08:00","00:00","392","0","0","00:00","0","0","0","0","0","0"
"UA","01/29/2022","0523","","SFO","16:55","00:00","392","0","0","00:00","0","0","0","0","0","0"
"UA","01/30/2022","0515","","LAX","08:30","00:00","390","0","0","00:00","0","0","0","0","0","0"
"UA","01/30/2022","0517","N17122","LAX","18:15","18:15","390","370","0","18:55","40","0","0","0","0","0"
"UA","01/30/2022","0521","","SFO","08:00","00:00","392","0","0","00:00","0","0","0","0","0","0"
"UA","01/30/2022","0523","N17139","SFO","16:55","16:50","392","365","-5","17:16","26","0","0","0","0","0"
"UA","01/31/2022","0515","N34137","LAX","08:30","08:28","390","379","-2","09:09","41","0","0","0","0","0"
"UA","01/31/2022","0517","N41135","LAX","18:15","18:15","390","358","0","18:32","17","0","0","0","0","0"
"UA","01/31/2022","0521","N14106","SFO","08:00","07:59","392","391","-1","08:39","40","0","0","0","0","0"
"UA","01/31/2022","0523","N17133","SFO","16:55","18:45","392","392","110","19:10","25","18","0","0","0","92"

 SOURCE: Bureau of Transportation Statistics
