carrier_code,date,month,day,year,flight_number,tail_number,destination_airport,airline_name
B6,2022-01-30T05:00:00Z,1,30,2022,1277,N639JB,JAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1401,N2002J,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1415,N990JL,SFO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1418,N524JB,BOS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1483,N999JQ,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1601,N2048J,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1603,N2017J,SJU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1623,N980JT,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1701,N634JB,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1719,N179JB,ATL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1723,N983JT,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1729,N554JB,RSW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1853,N527JL,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2103,N775JB,SJU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2155,N281JB,EYW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2193,N975JT,MIA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2516,N179JB,SYR,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2693,N615JB,MIA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2893,N595JB,MIA,JetBlue Airways
DL,2022-01-30T05:00:00Z,1,30,2022,0302,N833MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0311,N184DN,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0313,N829MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0315,N342DN,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0326,N193DN,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0350,N1603,SAN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0351,N182DN,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0354,N727TW,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0384,N851DN,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0387,N829MH,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0424,N349DX,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0427,N185DN,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0430,N853NW,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0435,N868DN,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0439,N1200K,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0442,N192DN,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0452,N723TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0460,N707TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0487,N1201P,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0543,N827MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0639,N893DN,SJU,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0655,N318NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0659,N318NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0795,N829MH,PHX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0797,N3763D,PBI,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0806,N926DZ,SJU,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0812,N345DN,MCO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0829,N920DU,PHX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0856,N386DA,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0863,N841DN,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0992,N103DU,MSP,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1005,N103DU,DFW,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1077,N821DN,DEN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1104,N832MH,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1170,N721TW,DEN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1175,N365NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1272,N318DX,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1377,N386DA,MSY,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1547,N695DL,STT,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1695,N355DN,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2090,N3763D,TPA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2127,N111DC,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2219,N382DN,MIA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2265,N345DN,RSW,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2335,N317DN,MCO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2469,N3768,TPA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2638,N712TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2724,N351DN,MIA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2776,N345DN,MIA,Delta Air Lines
UA,2022-01-30T05:00:00Z,1,30,2022,0515,NA,LAX,United Air Lines
UA,2022-01-30T05:00:00Z,1,30,2022,0521,NA,SFO,United Air Lines
YX,2022-01-30T05:00:00Z,1,30,2022,4518,NA,BNA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4526,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4527,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4545,NA,BWI,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4555,NA,BWI,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4634,NA,CVG,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4638,NA,IND,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4641,NA,DCA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4666,NA,CLE,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4712,NA,RIC,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4886,NA,PIT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4892,NA,CLE,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4913,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4926,NA,RDU,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5603,N225JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5606,N860RW,JAX,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5607,N231JQ,ORD,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5609,N225JQ,CMH,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5619,N209JQ,RDU,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5630,N240JQ,CLT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5639,N204JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5645,N219YX,CLT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5668,N860RW,DCA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5687,N218JQ,CMH,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5747,N223JQ,JAX,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5762,N206JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5806,N241JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5809,N203JQ,ORD,Republic Airways
9E,2022-01-31T05:00:00Z,1,31,2022,4726,N329PQ,ROC,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4873,N146PQ,RDU,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4982,N329PQ,CLE,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4997,N932XJ,CLE,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,5460,N935XJ,IAD,Endeavor Air
B6,2022-01-31T05:00:00Z,1,31,2022,0001,N703JB,FLL,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0015,N991JT,SFO,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0053,N629JB,PBI,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0089,N982JB,SAN,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0135,N625JB,PHX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0189,N629JB,SAN,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0263,N980JT,SEA,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0283,N2002J,MCO,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0303,N579JB,SJU,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0341,N657JB,SAV,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0359,N2048J,BUR,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0385,N258JB,RDU,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0459,N2016J,BUR,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0518,N339JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0629,N526JL,RSW,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0676,N267JB,ORH,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0723,N934JB,LAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0823,N993JE,LAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1019,N317JB,DTW,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1053,N643JB,PBI,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1118,N351JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1119,N834JB,ATL,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1277,N708JB,JAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1438,N625JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1602,N203JB,BUF,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1634,N375JB,BTV,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,2193,N958JB,MIA,JetBlue Airways
DL,2022-01-31T05:00:00Z,1,31,2022,1547,NA,STT,Delta Air Lines
